public_id,title,text,our rating
72d48555,Senate Republican Leader Ortt And Republican Conference Announce Plan to “Reset New York State”,"Comprehensive Plan Includes Proposals to Restart our Local Economies, Rethink How New York State Operates, and Renew our Commitment to Residents  As the Legislative session is set to begin this week, Senate Republican Leader Robert Ortt and members of the Republican Conference today unveiled a comprehensive vision to Reset New York.  The plan includes several components to address mounting economic and fiscal challenges facing the State -- many of which were exacerbated by the COVID-19 pandemic -- and to help forge a better path forward for all New Yorkers.  “Under New York’s one-party control, we have seen a dramatic and unwelcome shift in our state’s priorities. Democrats displayed no interest in rebuilding our local economy, lessening the financial burden on our middle class, or stemming the ever-increasing outflow of New York residents fleeing our state. They sought to release dangerous criminals into our communities, undermine our law enforcement, and waste millions of dollars on progressive agenda items. The COVID-19 pandemic has only highlighted the need for immediate action on the unresolved challenges facing our small business community and New York’s hardworking taxpayers,” said Senate Republican Leader Robert Ortt.  The Senate Republicans’ plan includes proposals that prioritize restarting our local economies, rethinking how New York State operates, and renewing a commitment to New York State’s residents to ensure strong, robust communities.  Restart our Local Economies by:  · Safely reopening our small businesses to help them get back on their feet and offer gainful employment for residents;  · Helping our schools and colleges stay open; and  · Investing in our physical and human infrastructure to rebuild our state’s competitiveness.  Rethink how New York State Operates by:  · Ending New York State’s unaffordability problem, which has been made worse by the pandemic;  · Taking on State government’s culture of overspending and restoring fiscal responsibility; and  · Reasserting the Legislature’s constitutional authority as an equal branch of government.  Renew our Commitment to Residents by:  · Fostering the growth of vibrant local communities;  · Developing a robust economy with diverse opportunities; and  · Creating safer neighborhoods with common sense public safety measures.  “New York government is failing its people. Broken policies have made New York more expensive, less safe and have diminished the quality of life for our residents. We need to change course before it is too late,” said Deputy Leader Andrew Lanza.  “Throughout this pandemic, there seems to have been little interest from New York’s one-party leadership in stepping up and taking an active legislative role in constructively combating the pandemic by putting our communities’ safety and livelihoods at the forefront of legislative policy. I’m proud to join my colleagues in offering actual solutions to help us rise to meet the challenges ahead. I call on my colleagues across the political spectrum to join us as we work toward ending this terrible crisis and rebuilding our state for the better,” said Senator Fred Akshar.  “While New York State once stood tall in our nation as a pillar of economic strength, educational excellence and public policy innovation, its leadership today is more dubious. High taxes, excessive, job-killing regulations, and a rising crime rate have made us number one in population loss, and a misguided focus on politically driven agendas has diverted precious resources away from our core responsibilities. With the added challenges created by the pandemic, the future of our state hangs in the balance. If there was ever a compelling case to rethink and change course, this is it,” said Senator George M. Borrello.  “Long before the COVID-19 pandemic turned our world upside down, New York faced daunting challenges, including a looming budget deficit and a shrinking population. The corona virus has exacerbated our problems, adding to the financial burden we face and bringing our economy and many small businesses to the brink. As we fight the pandemic, we must also safely re-open our economy, control spending, ease the burden on taxpayers and restore our system of checks and balances in state government,” said Senator Patrick M. Gallivan.  “We have seen an exodus of New York residents, families and businesses who have fled the state for better opportunities elsewhere because of unwelcome policies, burdensome regulations and high taxes. Substantive and dramatic change is needed, especially at a time when the state’s fiscal challenges have been significantly exacerbated by the coronavirus pandemic. This plan refocuses the state’s priorities and helps to build a better and brighter future for New York,” said Senator Joseph Griffo.  “Together we can restore New York to its rightful status as the Empire State. To accomplish this we must work with our small business owners, farmers and other job creators. My focus is on getting New York open for business and helping people get back to work safely. This common sense package would help the communities I represent and put our state on the road to real economic recovery and future prosperity,” said Senator Pam Helming.  “Overcoming the unprecedented, ongoing health, economic, and community challenges posed by COVID-19 requires big, bold solutions. We need to rethink the state’s approach to solving problems, successfully restart our economy, and renew our commitment to residents and each other. Partisan politics and a bureaucratic Albany trapped in the old ways of doing things won’t work. What will work is advancing smarter public policies that recognize the breadth and depth of our challenges and the necessity of fresh thinking that goes beyond party labels. It’s time for our state to hit the reset button, and it begins with the priorities and principles we are unveiling today. Our Reset New York State plan reflects our continued efforts to bring New Yorkers together and improve the quality of life across our state. We are ready to answer the challenges of COVID and deliver the positive change New Yorkers expect and rightfully deserve,” said Senator Daphne Jordan.  “Between July 2019 and July 2020, New York State led the nation in at least one thing- people moving out. The pandemic only accelerated a trend that was already in place. High taxes and an unfriendly business climate are the real culprits. Our small businesses need help and our state needs a new direction. We already know what works from other states that are growing and not shrinking. We don’t need to reinvent the wheel, instead we need a reset. Senate Republicans have a plan to do just that and I'm proud to support it,” said Senator Michael Martucci.  “As our state begins to emerge from the current crisis, it is vital that we start immediately working together to make our state’s future brighter than the past. The ‘Reset New York’ plan reflects the priorities of hardworking New Yorkers and I am proud to join with my colleagues in the Senate Republican Conference to make sure their voices are heard in Albany. The challenges our state faces are not new but the solutions must be – and finding them must be our main focus,” said Senator Mario Mattera.  “I look forward throughout this new legislative session to our Senate Republican Conference giving voice to the need for rebuilding local economies, focusing on stronger and safer communities, and resisting what threatens to be a devastating expansion of a business-as-usual, tax-and-spend direction in state government. This ‘Reset New York’ strategy begins our commitment to more fiscally responsible, commonsense government that works better for taxpayers, builds and protects livelihoods, honors public safety and security, and focuses like never before on the restoration of Upstate’s rightful place in New York government,” said Senator Tom O’Mara.  “New York is facing true challenges. The COVID-19 pandemic is one reason for our struggles, but wayward state policies that fail to meet the needs of our small businesses, families, and taxpayers, are the real culprit. There is no margin for error and the time is now to change course by enacting the Reset New York agenda. Specifically, broadband access, support for our farmers, and a strong educational system are among the initial building blocks that can set us on the right path. Let’s enact policies that create opportunities, not those that confine us,” said Senator Peter Oberacker.  “Long Island’s families, businesses and seniors are hurting and need greater support and relief from state government, both in the immediate term to help get through the pandemic and in the future to ensure that New York is a more affordable and safer place to call home. Reset New York will put us on a trajectory to accomplish these goals and begin to reverse the trends of higher taxes, burdensome regulations, and more crime that has caused hundreds of thousands of residents to flee the Empire State,” said Senator Anthony Palumbo.  “New York is in desperate need of a reset. The pandemic has highlighted and exasperated the issues that our state has faced for decades. We continue to lose residents and jobs, with our high taxes and over regulations. Our communities are suffering. Small businesses, restaurants and family farms are struggling to stay afloat. We need to provide real answers and solutions to help our local economies and save our struggling communities. We can no longer ignore these glaring issues. New Yorkers need results now,” said Senator Ed Rath.  “In recent years, people have been fleeing New York State due to high taxes, a lack of opportunity, and red tape that hinders business growth. The pandemic has only made matters worse and now, more than ever, our state needs a reset. From reenergizing our small businesses to making New York more affordable for hardworking taxpayers, my colleagues and I are committed to fighting for changes that will improve our state in the wake of this unprecedented pandemic,” said Senator Patty Ritchie.  “Despite the unprecedented challenges that our communities are facing, New Yorkers have remained resilient, and now more than ever, they need a government determined to deliver results. If we want to rebuild our state, we have to start by resetting the state's priorities and ensuring that the needs of hardworking, law-abiding New Yorkers are firmly at the top. I am proud to join with my colleagues to reaffirm our commitment to that goal and to do all that we can to ensure that small businesses, middle class families, and struggling New Yorkers have a strong, independent voice on their side,” said Senator Sue Serino.  “There’s only one way forward and that’s to enable our businesses and communities, big and small, to have the best possible chance to recover. When the need for help is apparent, too often the response of government is to throw an anvil instead of a life-preserver into the water. We can’t make this harder with higher taxes and more unreasonable demands. Our vision must show that we are listening. That’s what this is about,” said Senator Dan Stec.  “As we begin a New Year and new legislative session, our top priority must continue to be addressing the second wave of the COVID-19 pandemic so we can stop the spread of the virus, save lives and safely reopen our economy. In order to reset New York State by safely restarting our economy, we need to address the elephant in the room that our state government is not talking about: the fact that for the third year in a row, New York leads the nation in outmigration of residents, with 126,000 people leaving last year and over one million in the past decade. When enough people who can afford to leave New York State are gone, who will be left to pay for the infrastructure, health care, schools and other necessities? I look forward to joining with Leader Ortt and my colleagues in the Senate Republican Conference in the coming weeks and months to address these issues and put forth policies to turn things around so the Empire State does not become the ‘Empty State,’” said Senator Jim Tedisco.  “I look forward to joining my Senate Republican Conference colleagues in advancing our ambitious Reset New York plan today. As we all work toward opening our State and local communities safely from the COVID-19 pandemic, our focus must be on the economy, which starts with advancing policies that support small businesses, which are the backbones of our communities, jobs, public safety, improving our local infrastructure, and ensuring our schools get their fair share. One party control has pushed those priorities to the side and with our Reset New York plan, our Conference will ensure that the voices of our constituents are heard,” said Senator Alexis Weik.  ###",partially false
c3dea290,BREAKING: US Military at the White House Arresting Congress,"Special Operations (SOF) units including 4,000 deputized National Guard soldiers acting as US Marshalls, have served indictments on, or were about to arrest 67% of Congress. Early Mon. morning 25 Jan.  between 3 and 6 am Military vans, buses and police cars, along with a multitude of police and Military troops, were very busy at a blacked out White House.  “I just watched everyone in the White House arrested” declared an unnamed person doing one of the two videos shown below. (Video contains graphic language) https://youtu.be/ywfXNGNvvuU      Even though the Mass Media have refused to report it, the US has been functioning under Martial Law since Sat. 9 Jan. An Interim Military US Government was actually running the US and they saw President Biden as a treasonous agent. A few days before Joe Biden’s Inauguration and due to foreign interference in the 2020 Presidential Election, Trump had instigated the Insurgency Act, declared Martial Law and deferred his power to the US Military.  Early Mon. morning 25 Jan. between 3 and 6 am a blackout occurred in Washington DC around the White House. According to two separate videos taped at the scene, police and US troops were everywhere in the darkness. Military vans, buses and police cars pulled up to the White House, loaded passengers, took them down the road and across a bridge and then some vans came back empty to do a repeat.  Mustang Medic’s recording showed many buses and vans, some marked as Military, entering the Capitol grounds. Several people were taped getting out of their cars, showing IDs to guards and then walking into the grounds.      https://rumble.com/vdawtd-mass-arrest-at-the-capitol.html  When it was over and seemingly on Q, fireworks lit up the sky. Reports from those on the ground claimed that by later that day the White House was closed up tight and remained so as of right now.  https://youtu.be/iqjVRcSejWU  Evidently Biden’s team was not in the White House, but detained and arrested behind the scenes. The US Military was expected to have arrested Harris on charges of treason, while invoking the 25th Amendment on Biden because of his dementia and subsequent inability to hold office. (The Deep State had plans to invoke the 25th on Biden, put Harris in his place and Pelosi as VP. Not going to happen).  On Fri. 22 Jan. a Juan O Savin reported that the US Interim Military Government was about to arrest Joe Biden and his traitor Deep State politicians in DC. Crimes of these elite politicians have recently been exposed from findings of the Russia hoax Mueller probe, impeachments of Trump and Obamagate.  https://www.youtube.com/watch?v=vT57EP1wL9g&feature=share      It was reported that to date, 260 global elites have been served, “The deal that they got was that if they gave information that was useful, they could have a better death, or a jail cell for life. Obama gave up Michelle, and then breached his warrant.  https://amg-news.com/list-of-indictments-arrests-and-executions-dismantling-the-deep-state-operatives-and-doubles-january-23-2021/  It was likely that rolling blackouts would occur in other areas of the country as arrests were being made. Communications would be cut off for a short period of time. There’s some mayors, governors and judges out there with their names on some of the over 222, 286 sealed indictments filed in federal courts across the nation since Trump took office in 2016.  On Tues. 26 Jan from about 11am EST to about 4pm EST there were massive internet and network outages on the East Coast said to be a cover for Special Operations (SOF) units making arrests of Deep State bad guys.  https://www.cnn.com/2021/01/26/tech/verizon-fios-outage/index.html  Soon the Emergency Broadcast System would be activated to announce all. The Military would then produce all TV programming for at least the next 72 hours, filled with videos of political elite’s tribunals, accompanied by seven messages from Trump. The networks have already been informed that they could be criminally liable if they didn’t allow the feed to air.  With global financial markets imploding, on Wed. 27 Jan. the worldwide Global Currency Reset was set to take place. Sun. 31 Jan. was Freedom Day as per Trump’s Executive Order signed on July 4 2020.  Last Thurs. 21 Jan. two Baghdad suicide bombers killed 32 and seriously injured dozens of others. That was reported to be Deep State Iranian/ISIS retaliation for the GCR being pushed out in Iraq and globally.  https://www.hindustantimes.com/world-news/suicide-attack-kills-3-injures-16-in-central-baghdad-market-police-101611216986846.html  Since Sat. 9 Jan. the US has been under an abbreviated Martial Law.  https://operationdisclosure.blogspot.com/2021/01/sealed-indictments-as-of-december-31.html  The ten miles of Washington DC, White House and the Capitol Building was secured with barbed wire fences and over 30,000 troops. The US Military would control all assets, taxpayer dollars, conduct a return to a gold/asset-backed dollar and insure the Republic would be restored to elements of the original Constitution as written prior to 1871.  The two governments ruling the US right now: (1) a legitimate Interim Military US Government empowered by the Constitution and the Department of Defense under Military Code 11.3, and (2) an illegal, fraudulent foreign paid-for, foreign controlled (on the foreign ground of the District of Columbia) Biden Administration.  Google is delisting results! Be the first to tell the world the TRUTH! Share this article NOW!  Thank you for your support!  Write a comment...",FALSE
3b246b55,This New Bill Would Allow Texas Teachers To Kill Their Students If They Felt It Was Needed,"Texas state Rep. Dan Flynn(R) has proposed a bill called the Teacher’s Protection Act (H.B.868). It would allow teachers to use deadly force on school property, a school bus, or at an event sponsored by a school either in self-defense or defense of students at the school. Teachers would also be allowed to use guns while defending school property. In addition, teachers who shot someone under such circumstances would be granted “civil immunity,” which means they could not be held liable if the student they shot was injured or killed. Teachers in Texas already have the right to keep guns in the classroom.  Flynn is a strong supporter of gun rights. He has worked on pieces of legislation that permitted people to have guns on college campuses and that reduced the required minimum number of hours of training for a concealed handgun license.  Gun advocates have been demanding that teachers be armed ever since the Sandy Hook shooting in 2012 that resulted in 20 fatalities. Gun control advocates, however, state that easy access to guns increases crime. Psychologists also note that easy access to guns increases the chance of somebody getting shot during an emotionally charged confrontation.  Civil rights organizations also oppose the bill. They point out that black and Latino students are already more likely to be disciplined harshly at school than are their white classmates. They are more likely to be suspended or expelled. Civil rights activists worry that since students of color are already being targeted for their behavior by school authorities, they would be more likely to be the victims of gun-wielding teachers than their white peers.  Popular Articles",partially false
da01ca66,Current Actual Election Result Update: President Trump Leading In Electoral College With More Paths to Victory Than Biden,"Based on actual results and accounting for states currently not called, still counting, recounting, under investigation or audit, or states with election issues now in the courts, President Trump is winning the 2020 Presidential Election.  Per consideration for all the states still in question, President Trump is currently winning the 2020 election.  Here is what we already know. A number of states have been called but a number are still in question. Here is a list of those in question.  Pennsylvania – although the current counts show Biden leading there is so much corruption in this state that it is likely that this state will never come to a transparent and agreed upon decision on who wins this state. President Trump was up by 700,000 votes on election night but more than a million ballots were added since that which eventually stole the election for Biden. The President has a clear path to victory once the illegal votes are addressed.  TRENDING: FBI Sends Out Warning Advising Against Buying, Making or Misrepresenting a Vaccine Card Which May Be ""Breaking the Law""  Wisconsin – this state as well now shows Biden in the lead but early in the morning after the election more than 100,000 votes magically appeared in Milwaukee. The current lead for Biden is only 20,000. If these votes or the exception in the numbers in Rock County are addressed, Trump will likely win this state by a large margin.  Michigan – this state is as well full of fraud. Lawsuits are in place. In addition there were over 100,000 votes dumped in Detroit and the lead here was stolen from Trump as well. Once the illegal votes are eliminated President Trump has a very good chance of winning this state as well.  Georgia – this state too has much fraud. The President was winning this state on election night by 100,000 votes. But after the election a program was put in place to basically harvest a number of ballots. Now Biden leads in this state as well. Once the harvested ballots are thrown out, this state will go to Trump as well.  Nevada – there is much fraud here as well. Signatures were not verified on hundreds of thousands of votes. It is likely that President Trump will win this state if any of the ineligible votes are eliminated here as well.  Do you think Trump will win? Yes No Completing this poll entitles you to The Gateway Pundit news updates free of charge. You may opt out at anytime. You also agree to our Privacy Policy and Terms of Use You're logged in to Facebook. Click here to log out. 98% (3699 Votes) 2% (87 Votes)  Arizona – no one knows what the hell is going on here. Due to the delays in counting and recording a winner, it is likely this state is being stolen from President Trump as well. What a mess.  Alaska – this still hasn’t been called but it is clearly a red state and should have been called on Election night. No doubt more monkey business going on here as well.  In spite of all the fraud, the President currently has more roads to win the election than Biden:  If Americans and President Trump obtain fair verdicts in court decisions, President Trump will be declared the winner. This is all now down to the courts.",FALSE
465eaa43,4 challenges await Panetta at DOD,"One cannot transfuse democracy at the tip of a sword, says the author. | AP photo 4 challenges await Panetta at DOD  Defense Secretary-designate Leon Panetta gained vast government experience as a reform-minded member of the House, where he chaired the Budget Committee. He later served in the White House as President Bill Clinton’s director of the Office of Management and Budget and then chief of staff. He aimed to put America’s financial accounts on a path to balance by the year 2000. He succeeded.  His integrity, lawyerly leadership, razor-sharp mind and affable demeanor will serve our nation, President Barack Obama and the Defense Department well.  Four major challenges await him at DoD:  • Address the wear and tear protracted warfare has exacted on our armed forces  The longest military engagements in U.S. history have achieved exemplary results at significant human cost. Multiple deployments, 5,885 deaths, thousands of permanent disabilities, inadequate dwell time, broken families, historic levels of suicide by soldiers and even family members and more than $2 trillion in treasure — all demand that our nation set firm timetables to complete the military mission and turn operations over to civilian control.  U.S. soldiers should not be expected to do nation-building. Ensuring success halfway around the world requires robust engagement of the world community — starting with neighboring nations whose backyards adjoin the undemocratic societies in which our soldiers bear the burden of order.  One cannot transfuse democracy at the tip of a sword. People in those societies should aspire to a better future for themselves — and be willing to sacrifice for it.  • Balance security concerns with budget realities    The need to cut war-induced federal deficits, both in the short term and long term, means that all spending must be on the table — including defense. It now makes up 20 percent of annual federal spending. Military leaders under Panetta must be resourceful, efficient and visionary to save dollars, while keeping our commitment to the troops and without compromising our national security.  The killing of Osama bin Laden is likely to further disrupt the capacity of Al Qaeda and other terrorist organizations, allowing the U.S. to continue to withdraw forces from Iraq and begin an orderly drawdown from Afghanistan. Even so, the U.S. must maintain, as the Obama administration has pledged, a strong and agile military that is well trained and well equipped.  The new secretary recognizes the importance of hard power and soft power and understands that America must not only be militarily strong, but financially sound.  • Reining in the contractors    The increase in the use of contractors demands special scrutiny at the highest levels for three reasons:  a. Morale in the ranks  Insourcing military functions back to DoD is necessary — not just for prudent management of taxpayer dollars but morale in the ranks. When an E5 guard pilot, who enlisted at basic pay, sees contractors earning five times as much and operating by different rules of the road, there is a serious breakdown in the value set of service. Indeed the very meaning of military service changes from “duty” to “job.” Long term, this will corrupt the military code of honor and needs to be reined in now.  b. Security  Significant outsourcing of Pentagon duties to contractors increases the likelihood of security breaches. The military is aware this has even occurred in theater.  I can recall my shock at seeing signs posted in Iraq’s Green Zone: “No Alcohol on Base.” These were meant to curb contractor abuse. But what a poor message this sends to our regular forces. Military service should be exactly that – service to our nation, not one’s wallet.  c. Cost savings  Defense Secretary Robert Gates has left a goal of reducing service-support contractors by 10 percent each year for three years. Yet the FY 2012 budget seems to contradict this goal — since it contains funding to support growing contracted services. DoD proposes spending at least $87.6 billion next year on contracted services — $23.7 billion more than requested in FY 2011 and a 38 percent increase!  This increase in contractor spending flies in the face of a congressionally mandated inventory of contractors that the department has been derelict in providing. Hopefully, this is a lapse that Panetta can rectify early in his tenure.  Regaining U.S. energy independence  The Pentagon, as the largest petroleum user in the world, must lead our nation forward to energy independence. No challenge could be more vital to national security and economic security interests. High fuel costs are causing a hardship on American families, to be sure — but also on our service branches.  Even before the oil companies and Wall Street speculators drove up the price of gasoline close to $4 a gallon, the landed cost of a gallon delivered to the front lines for our troops in Afghanistan cost more than $400.  The Marines, the Navy and Navy Secretary Ray Mabus have been pacesetters among the service branches in developing alternatives to petroleum. Mabus told our subcommittee earlier this year, “Energy consumption in the Navy and Marine Corps has become a strategic vulnerability, an operational Achilles’ heel and a readiness challenge.”  The Navy and Marine Corps have set the goal to generate at least 50 percent of all the energy they use come from alternative sources no later than 2020. This is leadership. Panetta would be well served to expand this vision department-wide. Regaining U.S. energy independence is the national security issue of our time.  I look forward to working with Mr. Panetta and our subcommittee as we work together to put the Defense Department on a sustainable path to meet our nation’s vital needs in the 21st century.  Rep. Marcy Kaptur (D-Ohio) is on the Budget and Defense subcommittees of the House Appropriations Committee.",TRUE
8cf3a230,Rep. David McKinley Calls for Increase in Border Patrol Agent Ranks,"WHEELING — At least $53 million a week in illegal drugs cross the Mexican border into the U.S. each week, and more border agents are needed at the U.S.-Mexican border to stop this, according to U.S. Rep. David B. McKinley.  McKinley, R-W.Va., recently traveled to the U.S.-Mexican border to learn about the issue there first hand. He visited the McAllen, Texas region in the Rio Grande District of the U.S. Border Patrol.  He commended the work of the border agents.  “They put themselves in danger and try to keep the border clean and secure. They’ve done that for decades,” McKinley said. “What has compounded this is the humanitarian crisis. We didn’t always have so many people trying to cross illegally.”  The agents attempt to still do their security job, put many are being pulled off the line to take care of the humanitarian crisis.  While at the border, McKinley learned a Mexican drug cartel controls happenings at the border.  He spoke with immigrants detained at the border who told him they paid the cartel anywhere from $3,000 to $9,000 to get them across the border. Often, part of the deal is that the immigrant carry illegal drugs with them on the journey.  If the immigrants are captured, they are sent back to their village and must start over again and seek help from the cartel, McKinley said.  “One of the border officers said they (the cartel) might be making as much money on this as they are on drugs,” he said.  Border guards have a lot of tools to help track immigrants crossing into the U.S., even if they don’t have the manpower to stop all of them, according to McKinley.  The entire U.S.-Mexico border is about 2,000 miles long, while the Rio Grande District agents focus on a specific 300-mile area. Sections of the Rio Grande River are narrow, and often the water is so low immigrants can walk across it. Border guards showed McKinley the footsteps in the mud where some had walked across the night before.  Where there isn’t a wall, cameras and sensors are placed to indicate when an immigrant is coming across the border.  But the cartel knows when agents could be as far as 10 miles away from a possible passage and unable to stop it. That’s when they help immigrants cross into the U.S., according to McKinley.  Nearly a million immigrants were stopped at the border before entering the U.S. last year, he said. Rio Grande District agents were responsible for 399,000 of the arrests, but they know from their technology they missed at least 47,000 immigrants in their crossing.  Many of these immigrants entering the U.S. carried opioids, according to McKinley.  “(Border agents) say you’ve got to pay attention to this — $53 million a week is coming across the border in drugs,” he said.  To compare, the state of West Virginia recently received $28 million for opioid rehabilitation, treatment and education.  “Almost twice that amount comes across the border each week — to put it into perspective,” McKinley said.",TRUE
b5bf9ed6,"Austin American-Statesman: Local News, Politics & Sports in Austin, TX","Police investigate shooting outside Round Rock gym  One man shot another man and then shot himself at parking lot outside Gold's gym in Round Rock, police said.",partially false
31a6122b,"Gas prices have dropped, but in N.Y. state they're still pretty high","BUFFALO, N.Y. (WKBW) — As people stay home to help stop the spread of the coronavirus, the price of gas has slowly started to drop.  But in New York State, that’s not saying much.  That’s because New York is one of only 12 states where the average gallon of gas costs more than $2.00, according to numbers provided by the AAA of Western and Central New York.  Nationally, the average price of a gallon of gas is $1.77, compared to $2.89 a year ago.  In New York State, it's $2.18 per gallon, compared to $2.96 a year ago.  In Buffalo, gas is now $2.23 per gallon, compared to $2.88 a year ago.  “The oil prices have a direct impact on what we pay at the pump, so with these low oil prices and this low demand for gasoline right now, we're just seeing gas prices drop,” said Elizabeth Carey, spokeswoman for the AAA.  Oil demand first started to drop in China, she said, and government directives for the coronavirus now have people stuck at home here.  “Gas has been coming down for nine straight weeks since this all began,” Carey said of the outbreak and traveling restrictions.  But some motorists wonder why Western New Yorkers are not seeing more of a break here in local gas prices.  One 7 Eyewitness News viewer wrote, ""The gas stations will up their prices the second gas goes up even though the gas in the tanks was purchased at a lower market value. Are we paying over a dollar in taxes in NYS or are they gouging?""  Another wrote, ""Why is gas on the reservation 97 cents? Add 46 cents taxes [and] why are we not paying $1.43 a [gallon] on regular gas stations? We [are] getting ripped off.""  “You have to consider the New York State taxes,” Carey said.  That's right: she said higher gas prices are just a reality for motorists living in the Empire State. New Yorkers pay $0.65 in taxes for every gallon of gas they buy, and more than $0.45 are state taxes.  “Compare that to Ohio,” she said. “They charge about half of that in their state taxes. So their prices are much lower.”  By the time New Yorkers head back to work, she said, prices will likely start creeping back up.  “[If] they start raising that work-from-home limit, yeah, prices are going to go up,” she said. “There'll be a higher demand, but it's hard to say how much.”",TRUE
f14e8eb6,National Guard Turned Backs on Biden Motorcade,"Members of the US National Guard refused to acknowledge Joe Biden as his motorcade drove by following his inauguration, footage shows. Instead of turning to face the new president, several members of the National Guard tasked with providing security for the event turned their backs to him as the presidential motorcade made its way to the US Capitol. “You won’t see this on mainstream,” commented one Twitter user. “Many NG had their backs turned as JB went by.” It’s unclear whether the guardsmen had been ordered to stare at the vacant lot as Biden’s motorcade passed. The video comes as the FBI conducted what amounts to a “loyalty test,” vetting the political leanings of the entire 25,000 squadron dispatched to DC and eliminating 12 members from their ranks over supposed ties to extremism following the January 6 events at the Capitol.",FALSE
aacdc4d3,Florida law house party underage drinking penalty,America's vote: Will Casey Bishop make it into 'Idols' Top 16?  Casey Bishop returns to “American Idol” tonight. But you don’t have to wait for the Estero teen to perform. Voting has already started.,TRUE
752ab8f7,State of Rhode Island General Assembly,"03/30/2021 Acosta, Batista introduce police reform legislation Bill mandates body cameras statewide, creates duty to report and intervene, bans chokeholds    STATE HOUSE – Sen. Jonathon Acosta and Rep. José F. Batista have introduced legislation to significantly reform current police practices and prevent misconduct.        03/30/2021 Senate votes to eliminate ‘source of income’ housing discrimination The Senate approved legislation sponsored by Sen. Meghan E. Kallman to prohibit discrimination against tenants because of the source of their income.",partially false
